"[Setting]"
"Graph","Graph8"
"File Name","E:\??? ???? ???\2.????\MW#01\Auto_0006\SOUND\NL_001_20180913_170920_130dB_0006_0000_ST0001.wav"
"Channel","1"
"Sampling Frequency","48000"
"Calibration","Calibrated"
"Y Label","Pa      "
"Data Time","0d 00:00:40.000"
"Start Time","0d 00:02:50.000"
"End Time","0d 00:03:30.000"
"HPF Cutoff Frequency","----"
"HPF Order","OFF"
"LPF Cutoff Frequency","----"
"LPF Order","OFF"
"Dif-Int Filter","OFF"
"Analysis","Wave"
"Frequency Weighting","Z"
"Time Weighting","F"
"Calc Start Time","0d 00:00:00.000"
"Calc End Time","0d 00:00:00.000"

"[Calc Data]"
"Max","Time of Max","Min","Time of Min","Average","Variance","Root Mean Square"
"-----","-----","-----","-----","-----","-----","-----"

"[Tshort Data]"
"Time","Amplitude"
"0d 00:02:50.547","34.485780E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.547","34.485780E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.547","25.864335E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","25.864335E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.548","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.549","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","43.107225E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.550","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","34.485780E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.551","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","34.485780E-3"
"0d 00:02:50.552","34.485780E-3"
"0d 00:02:50.552","34.485780E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","34.485780E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.552","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","43.107225E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.553","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.554","34.485780E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","34.485780E-3"
"0d 00:02:50.555","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","34.485780E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.556","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","17.242890E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.557","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","25.864335E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.558","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.559","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","8.621445E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.560","17.242890E-3"
"0d 00:02:50.561","17.242890E-3"
"0d 00:02:50.561","17.242890E-3"
"0d 00:02:50.561","17.242890E-3"
"0d 00:02:50.561","17.242890E-3"
"0d 00:02:50.561","17.242890E-3"
"0d 00:02:50.561","17.242890E-3"
"0d 00:02:50.561","17.242890E-3"
"0d 00:02:50.561","17.242890E-3"
"0d 00:02:50.561","17.242890E-3"
